name,name2,202208人気度,202208知名度,202302人気度,202302知名度,202208DA,202209DA,202210DA,202211DA,202212DA,202301DA,202302DA,202208BR,202209BR,202210BR,202211BR,202212BR,202301BR,202302BR
堂本剛,堂本剛,22.7,88.5,22.1,89,28062,31394,17519,26170,48425,35150,17979,0.00066153079,0.0006813700666,0.0003576311514,0.000940537279,0.002683588095,0.001243578444,0.0007427277806
所ジョージ,所ジョージ,47.6,98.1,41.4,96.6,20275,14923,23643,15654,17345,26339,22976,0.0002100199412,0.0001392651242,0.0002832326763,0.0001820452527,0.0002437670295,0.0002156772218,0.0003416046085
トータス松本,トータス松本,14.9,72.9,14.2,77.3,6600,3590,3694,12529,3313,3043,2336,1.13E-05,5.70E-06,5.15E-06,4.42E-05,6.88E-06,5.44E-06,6.67E-06
戸塚純貴,戸塚純貴,3.9,19.6,2.3,19.6,20074,16751,13712,8114,6843,19870,11050,5.41E-05,3.91E-05,2.85E-05,1.56E-05,1.08E-05,5.74E-05,2.47E-05
戸次重幸,戸次重幸,12,51.5,10.3,51,28108,18282,16769,7312,9089,18723,12004,0.00133031268,0.0006214863844,0.00119098845,0.000364334889,0.0005698142639,0.0008093029655,0.0005894624029
豊川悦司,豊川悦司,18.4,77.5,19.5,81.8,11075,9046,25562,29705,11654,21065,116060,0.0001220459433,8.30E-05,0.0004351089667,0.001681888731,0.0002113657119,0.0002665594818,0.005651446586
内藤剛志,内藤剛志,20.7,83.4,19.3,85.5,20488,10499,15645,9686,8970,14439,9849,0.0001352262395,2.46E-05,8.00E-05,3.03E-05,3.69E-05,3.08E-05,2.85E-05
中井貴一,中井貴一,25.3,83.4,27.1,87.6,18622,14257,34840,34185,55250,18908,23445,0.0003776416929,0.0005187456816,0.0009189983755,0.001487043681,0.002256101469,0.0002432945831,0.0007108096509
中居正広,中居正広,29.4,96.8,32.9,97.2,26270,20289,34118,123696,104566,85412,24184,0.0004464048294,0.0004591769624,0.0006532999313,0.009939689109,0.003942183471,0.002840415436,0.0006053535324
中尾明慶,中尾明慶,12.6,75.6,16.5,80.7,18929,20740,39147,15057,16925,36367,21697,0.002087242162,0.001361345008,0.005690681982,0.001577482511,0.002104587929,0.003391782112,0.002975920698
中川大志_(俳優),中川大志,15.8,61.9,21.1,71.3,94076,148747,244178,50882,70087,55664,24924,0.002196666021,0.003980538762,0.01545787413,0.002654912626,0.002931372213,0.001173136457,0.0006317558828
長嶋一茂,長嶋一茂,15.2,92.2,14.9,94.2,35090,48676,26847,45759,30922,27260,41525,0.0001836830326,0.0003502071429,0.0001212732439,0.0004607316303,0.0002263046597,9.98E-05,0.000390446148
中島健人,中島健人,18.2,75.2,18.8,76.8,29321,23225,32193,26671,34932,33606,21442,0.000971046384,0.0006965057439,0.00143055346,0.001485614807,0.001583323296,0.001125434245,0.001222484895
中島裕翔,中島裕翔,12.6,55.2,13.1,57.3,55041,37038,15018,14560,14593,34234,38468,0.00337572188,0.001668160273,0.0009410743739,0.0008085040475,0.0007127803269,0.001210180009,0.00213628532
永瀬正敏,永瀬正敏,5.8,60.9,6.7,62.7,18595,18937,8126,4546,4707,5784,5745,0.000104008722,0.0001125589592,1.94E-05,1.01E-05,1.05E-05,7.99E-06,1.53E-05
永瀬廉,永瀬廉,11.9,54.7,17.9,66.4,46109,46628,33895,113575,45155,137266,70065,0.001932548972,0.002424861821,0.003625323441,0.01390176248,0.004184556933,0.008338542185,0.005001840512
中田圭祐,中田圭祐,0.7,8.8,1.1,6.9,13106,8658,1938,2874,1591,4663,4976,2.31E-05,1.04E-05,2.02E-06,7.15E-06,4.47E-07,4.55E-06,1.24E-05
仲野太賀,仲野太賀,20.2,51.9,20,53.1,58570,77619,48263,51811,27687,18315,17840,0.001461024897,0.002456050651,0.001084005843,0.001623876286,0.0007719023995,0.0002894559775,0.0003124106221
中丸雄一,中丸雄一,23.9,81.9,23,84.4,56779,22888,24669,16415,16864,18690,14034,0.001513025594,0.0003061883262,0.0004125005497,0.0003284572766,0.0002711063328,0.0003290691116,0.0002521420665
中村勘九郎_(6代目),中村勘九郎,8,78.4,7.8,80.2,5129,6337,3959,5584,13202,6403,8174,1.98E-05,2.01E-05,1.18E-05,5.47E-05,8.18E-05,1.67E-05,5.10E-05
中村獅童_(2代目),中村獅童,9.4,85.1,10.1,89.6,32835,26927,8358,6991,9618,11197,32427,0.0003251909894,0.0003024933928,4.55E-05,7.72E-05,3.25E-05,2.74E-05,0.0003020471313
中村俊介,中村俊介,6.9,66.5,5.8,65.1,3449,3213,8257,5859,7421,6267,5952,1.03E-05,4.40E-06,2.13E-05,1.32E-05,1.77E-05,7.91E-06,1.60E-05
仲村トオル,仲村トオル,24.4,80.7,23,85.1,12940,18750,12469,7571,10539,20420,12570,0.0001801908764,0.0001319120316,5.44E-05,3.25E-05,3.82E-05,0.0002887681763,0.0002913152169
中村倫也,中村倫也,28.3,77.2,26,80.9,93656,75168,67291,37320,37781,33589,26313,0.001669009215,0.001259743298,0.001688779602,0.0009187145953,0.0004897569502,0.0002422722377,0.0002418507126
中村隼人,中村隼人,0.7,13.6,0.5,19.3,19,107,169,331,132,917,359,4.85E-11,1.59E-09,4.33E-09,2.11E-08,3.08E-09,8.16E-08,2.61E-08
中村雅俊,中村雅俊,15.6,75.2,17.3,82.8,11587,22435,16076,10583,16403,13810,12433,9.78E-05,0.0002186252577,0.000219983687,9.10E-05,0.0001782896581,8.17E-05,0.0001604588522
永山瑛太,永山瑛太,19.6,70.4,18.1,72.7,13308,12684,11161,15361,16767,15757,13237,0.0003521958585,0.0003947059364,0.0002971039571,0.0007808690317,0.0008225928009,0.001316413001,0.0008884215661
永山絢斗,永山絢斗,8.8,44.8,8.5,49.4,9163,9167,8340,6242,11889,42542,22934,0.0001731482451,0.0002063787981,0.0001645713798,0.0002191602302,0.0003947961858,0.002514699039,0.001080420434
中山秀征,中山秀征,14.2,90.8,12.9,91.9,25017,31381,11125,9210,19843,10639,10678,0.0005178587114,0.0006811429644,0.0001163868704,0.00011402839,0.0002791615833,8.92E-05,0.0001449119951
名倉潤,名倉潤,18.1,89.4,17.3,91.7,7003,5025,17928,149450,6142,5067,5472,0.0002265880199,0.0001067249622,0.0005944345177,0.01513671089,0.0001877536694,9.63E-05,0.0002010715258
生瀬勝久,生瀬勝久,23.9,82.8,24.2,84.4,12260,7367,12747,6626,5508,10716,31315,0.0001079563534,4.65E-05,0.0001229981969,3.89E-05,3.73E-05,4.41E-05,0.0003859680717
成田凌,成田凌,14.7,63.4,12.7,61.2,14595,11185,13634,20387,8810,9469,8561,5.69E-05,3.38E-05,7.81E-05,0.0003415441402,7.32E-05,4.62E-05,5.85E-05
南原清隆,南原清隆,15.9,88,14.7,92,8517,5773,7025,8314,16464,6884,5743,0.0003451576445,0.0002288403655,0.0002306148143,0.0002530968208,0.0007547698972,0.0001526330458,0.0002044350244
錦織圭,錦織圭,24.6,90.4,16.5,92.4,17810,17057,15880,12898,29416,23368,8564,0.0004099940236,0.0003424888981,0.0004833419153,0.0002465677267,0.001170631221,0.0008115327506,0.0003407299464
西島秀俊,西島秀俊,34.5,79.8,41.4,86.2,57335,148746,45636,46006,45242,95847,37741,0.001307229744,0.005131471232,0.0008495795311,0.001322112526,0.000951149727,0.001745964375,0.0006545403119
西田敏行,西田敏行,33.5,91,31.9,92,16306,13232,13338,14584,24552,24848,19641,0.0001678149943,0.0001465817266,0.00017144796,0.0002411096345,0.0004193160654,0.0002915860208,0.0003629929984
西畑大吾,西畑大吾,5.5,35.8,6.2,38.4,27285,16949,14903,19078,15144,18758,12494,0.0008713142147,0.0005081342709,0.001276381206,0.001570869337,0.001241275549,0.000585797023,0.0003396992203
西村まさ彦,西村まさ彦,17.7,73.5,15.9,75.9,21454,5650,6771,8395,9617,12667,8788,0.0001303912156,1.80E-05,2.88E-05,3.84E-05,5.03E-05,4.78E-05,6.70E-05
二宮和也,二宮和也,36.5,95.2,35.2,96.3,84024,27326,27127,55448,50914,42336,28871,0.003664558006,0.0007298188282,0.0009089813074,0.002703928774,0.002293223127,0.000961352016,0.0009375115712
温水洋一,温水洋一,20.4,87.8,18.2,88.5,5484,4544,5202,3693,3917,3807,3838,2.94E-05,3.50E-05,4.31E-05,1.15E-05,1.56E-05,8.98E-06,4.98E-05
野間口徹,野間口徹,11,68.7,13.1,74.9,11247,4600,14413,4569,5292,14493,19367,1.70E-05,2.95E-06,3.31E-05,4.02E-06,4.95E-06,2.17E-05,7.60E-05
野村周平,野村周平,6.9,58.8,6.4,57.9,20962,15058,77132,14655,14935,47946,23555,0.0006588922783,0.0002714451488,0.00373407512,0.000444520225,0.0003971050559,0.0007256996019,0.0003907357548
野村萬斎,野村萬斎,15.6,79.1,16.1,82.5,7733,10825,10304,6449,7403,23873,20306,9.45E-06,1.63E-05,1.78E-05,1.09E-05,9.69E-06,5.90E-05,8.36E-05
バカリズム,バカリズム,35.9,92.2,34.2,92.4,21867,25026,18005,26625,14697,63792,56976,0.0003660521526,0.0003691244518,0.0002216702392,0.0005291775515,0.0002110894887,0.001099455184,0.001395150229
萩原利久,萩原利久,0.9,12.2,1.2,13.3,48217,16541,15587,8952,20831,28196,23875,0.0004545031109,8.45E-05,6.95E-05,5.50E-05,0.0001354653315,0.0002046398236,0.0002754633558
はじめしゃちょー,はじめしゃちょー,12.9,63.5,7.8,64.1,51121,25367,25747,16026,26909,29597,16323,0.001953754407,0.0006952896694,0.0005776975367,0.0002830776861,0.0009195246223,0.0005983590354,0.000545193368
長谷川博己,長谷川博己,16.8,67.4,15.2,69.6,11335,12039,11832,12853,12687,12698,15604,0.0001544725914,0.0001868713035,0.0001925639826,0.0003288433384,0.0002649128039,0.0001908653177,6.70E-05
羽鳥慎一,羽鳥慎一,26,91.5,25.1,90.6,33219,13582,52428,12481,15562,18015,10430,0.0003489771456,8.84E-05,0.0008181323573,0.0001315037878,0.0002034980132,0.0001435601318,0.0001006885147
羽生結弦,羽生結弦,34.3,95.8,31.5,95.8,45877,24448,26575,29658,52121,25508,21399,0.0005647569579,8.32E-05,0.0001108289195,0.0001770503858,0.0005028994672,0.0002399153256,9.28E-05
濱正悟,濱正悟,0.5,5,0.4,4.6,2806,3082,3057,22354,40487,4526,2921,1.06E-06,1.32E-06,1.42E-06,9.61E-05,0.0002897169645,1.99E-06,1.73E-06
濱田岳,濱田岳,25.1,84.4,29.7,87.4,19161,20224,13369,11558,15035,80791,155340,0.0001660602372,0.0001652977117,9.38E-05,0.0001177227819,0.0001688768994,0.001213170788,0.00603902309
濱田龍臣,濱田龍臣,4.8,50.1,5.8,50.8,29193,19085,10303,19691,6087,4716,5134,0.0001144737642,5.07E-05,1.61E-05,7.46E-05,6.55E-06,2.16E-06,5.34E-06
浜田雅功,浜田雅功,36.8,96.3,35.9,98.4,27657,41345,53054,22928,27086,70815,49982,0.001772117206,0.002788377946,0.004011014917,0.001544010553,0.002318746661,0.004834673727,0.006179609529
浜野謙太,浜野謙太,8.1,50.3,7.1,49,7570,6553,8924,5847,9258,5800,20610,3.16E-05,1.52E-05,2.22E-05,1.42E-05,3.01E-05,1.00E-05,0.0001454048423
林修,林修,21.1,95,16.1,94.3,18211,14395,12282,11932,10717,15616,25902,0.0008942982912,0.0001876128535,7.54E-05,4.53E-05,3.04E-05,7.54E-05,0.0002347621606
林遣都,林遣都,13.1,65.1,12.4,71,97365,34652,30437,12562,11438,30264,9748,0.008245564485,0.001866590452,0.001946590799,0.0007329360535,0.0005424916314,0.00116628796,0.0005772948518
速水もこみち,速水もこみち,15.4,91,13.6,92.9,14675,30780,15041,10624,10115,12382,13304,3.07E-05,0.0001368138452,3.54E-05,2.25E-05,1.88E-05,1.53E-05,3.59E-05
原田泰造,原田泰造,31.2,92.6,33.5,94.7,10911,7906,5986,8502,10214,8724,5674,0.0002338188394,0.0001086143841,0.0001099924583,0.0003611818251,0.0001791499022,0.0001030238877,0.0001340379001
原田龍二,原田龍二,9.9,74.9,8,76.5,16342,19161,21771,15793,13495,21049,13508,3.59E-05,5.11E-05,7.18E-05,4.80E-05,3.22E-05,4.30E-05,3.70E-05
はるな愛,はるな愛,13.5,92,12.2,93.8,9036,6621,6386,7603,6348,6832,6081,6.90E-05,5.63E-05,3.04E-05,0.0001038260146,6.99E-05,2.40E-05,3.97E-05
坂東龍汰,坂東龍汰,1.6,11.5,2.5,11.7,166643,51485,11371,8047,9489,131208,64268,0.003730118768,0.0003689472888,1.96E-05,1.25E-05,1.59E-05,0.00167037794,0.0008371770606
HIKAKIN,HIKAKIN,19.8,88.5,14.5,87.4,81137,54545,36237,29058,50938,54182,38636,0.003469775655,0.001660316136,0.0008578041918,0.0005801998086,0.001894918465,0.001180401278,0.001345677889
東野幸治,東野幸治,15.9,94,15.9,96.3,15024,14550,11373,8578,14644,16182,10273,0.0006172429322,0.0005897391436,0.0005343047329,0.000264763367,0.0008004827922,0.0005119911758,0.0005083688725
東山紀之,東山紀之,22.7,91,18.9,92.2,13275,15071,12031,22485,11672,28109,9946,0.0003526441463,0.0006505231729,0.0006257949934,0.000913415407,0.0005580285195,0.001038760967,0.0003649421804
ビートたけし,ビートたけし,32.4,97.5,25.8,96.8,36118,30764,28048,27100,30318,35225,31640,0.001463752075,0.001667842988,0.001596289529,0.001452197615,0.002376723795,0.001549184742,0.00186116847
ビビる大木,ビビる大木,11.9,89.4,10.6,89,5937,10533,4764,6625,5068,7066,4077,5.37E-05,0.0001640989265,5.35E-05,0.0001085623079,8.48E-05,9.57E-05,6.99E-05
日村勇紀,日村勇紀,36.6,96.8,38.8,96.6,19406,24386,19398,18638,21315,37050,36410,0.001078665465,0.001241731627,0.0007749004974,0.001032223645,0.001108582598,0.001487607492,0.002207023848
平泉成,平泉成,15.9,85.5,15.9,85,4309,5077,3533,5889,5157,6684,4515,2.49E-06,3.59E-06,1.89E-06,6.67E-06,4.70E-06,4.33E-06,4.13E-06
平岡祐太,平岡祐太,4.8,41.4,6,45.3,7117,6493,6673,4735,27258,20821,7728,6.80E-06,5.87E-06,6.74E-06,4.31E-06,0.000131319949,4.21E-05,1.21E-05
平野紫耀,平野紫耀,26.5,69.6,34.5,76.3,81517,68212,131808,280377,127811,122219,69661,0.002824587785,0.002548297013,0.008958212907,0.04521605506,0.0123308197,0.007019117716,0.005757928559
平山浩行,平山浩行,6.2,41.6,7.1,46.7,4347,3040,5123,6064,4887,8545,4810,2.54E-06,1.29E-06,3.98E-06,7.07E-06,4.22E-06,7.08E-06,2.30E-05
ヒロミ,ヒロミ,26.2,94.7,26,95.8,15752,14887,20321,20111,20322,20150,22661,0.0008011968541,0.0009191334689,0.001357397533,0.001644307136,0.001529729089,0.0009642697614,0.001948894353
吹越満,吹越満,7.3,56.8,6.5,59.1,6176,5029,5901,6468,4413,6775,7257,5.12E-06,3.52E-06,5.27E-06,8.05E-06,3.44E-06,4.45E-06,1.07E-05
福澤朗,福澤朗,11.3,86.9,10.3,86.5,3213,5387,4762,2252,2556,4012,2770,2.82E-05,3.10E-05,6.07E-05,1.94E-05,2.67E-05,2.56E-05,2.29E-05
福士蒼汰,福士蒼汰,23.7,85.7,24.6,85.3,16417,17263,19161,12311,13075,48462,24101,5.05E-05,0.0001222643066,0.0001817588712,0.000105789297,8.76E-05,0.000348039006,0.0002495481916
福山雅治,福山雅治,34.9,93.5,38.1,95,52911,164121,39304,26102,95254,34325,29067,0.004956781394,0.02791685063,0.003580200595,0.002415915145,0.01546937367,0.001672569232,0.00316825406
藤井隆,藤井隆,20.2,80.4,20.5,82.3,15062,11826,14405,14598,10322,6836,6492,0.0006289127241,0.0004206961622,0.000622376507,0.0008608127956,0.0005479286593,0.0001630985003,0.0003763355068
藤井流星,藤井流星,3.7,41.4,5.3,40.7,11987,10669,8991,8019,5456,11030,7213,8.00E-05,5.45E-05,4.17E-05,3.60E-05,1.64E-05,2.52E-05,2.55E-05
藤岡弘、,藤岡弘、,18.9,88.3,17.2,88.1,15724,31159,8474,15915,20330,80189,29460,3.32E-05,0.0001351356427,1.09E-05,4.87E-05,7.30E-05,0.0006239125331,0.0001759110961
藤ヶ谷太輔,藤ヶ谷太輔,11.2,67.1,13.1,73.3,12706,12581,7878,19785,27257,148782,13214,0.0003263336789,0.0001854591021,0.0001049523612,0.0003929864046,0.0005161337011,0.004129397396,0.0002193506568
藤木直人,藤木直人,24.2,79.5,21.1,81.6,11630,11729,19089,7186,9016,58310,15201,3.73E-05,3.45E-05,8.00E-05,6.53E-05,8.39E-05,0.00096577378,0.0001822491723
藤森慎吾,藤森慎吾,15.9,86.9,14.3,87.4,14832,16139,16964,15030,12394,26535,38385,3.25E-05,3.93E-05,6.49E-05,5.79E-05,3.41E-05,7.46E-05,0.0003102560652
藤原大祐,藤原大祐,0.2,4.8,0.9,5.1,12009,18114,10511,6827,5769,24416,9691,7.69E-05,0.0001174838472,0.0001014321428,3.66E-05,4.34E-05,9.22E-05,4.28E-05
藤原竜也,藤原竜也,30.8,93.8,29.9,93.8,19810,82031,16738,13120,16569,41148,25848,0.00024888053,0.002270096705,0.0002034640697,0.000180665584,0.0002303826815,0.0008000296634,0.0005486858097
船越英一郎,船越英一郎,11.2,87.3,10.1,89,8074,9007,23608,12682,9572,8186,10325,4.32E-05,5.73E-05,0.0003253596665,0.0001408087063,6.40E-05,9.77E-05,0.0001625349031
古川雄輝,古川雄輝,3.4,25.7,2.5,23,16124,10904,10562,9325,5821,7298,7006,0.0003589890044,0.0002182848144,0.0003889628058,0.0002937060172,9.43E-05,7.44E-05,0.0002513838464
古川雄大,古川雄大,3.7,18.4,3.7,17.5,22538,9943,30959,63091,23606,15798,16633,0.0005254443994,0.000104527017,0.00154706595,0.00385242792,0.0006776663393,0.000175220109,0.0007827321329
古田新太,古田新太,23.7,86.7,23.4,88.3,10178,13668,20741,15117,5032,15541,10694,6.37E-05,7.13E-05,0.0001764381482,0.0001024310973,2.19E-05,6.70E-05,0.0001054590225
古舘伊知郎,古舘伊知郎,12.6,86.2,9.6,86.4,7573,8872,10712,7333,10915,12291,7039,6.96E-05,8.20E-05,0.0001824977414,7.96E-05,0.0001628504569,0.0001237979617,8.14E-05
別所哲也,別所哲也,9.7,71.7,8.3,75.2,53285,10773,5181,4159,4077,4678,18169,0.0003813804698,1.62E-05,4.07E-06,3.33E-06,2.94E-06,2.12E-06,6.69E-05
星野源,星野源,32,93.3,29.9,94.2,49973,31103,30401,32316,54341,49838,40150,0.00508114335,0.001904308793,0.002163312095,0.003172144301,0.006045410537,0.004033553352,0.005260531527
細田佳央太,細田佳央太,2.8,17.3,4.2,20.2,20780,19505,18185,8268,9992,6849,4441,0.0001547483193,0.0001265464048,0.000123141967,6.43E-05,7.05E-05,6.04E-05,8.39E-05
堀内健,堀内健,19.5,91.3,17.5,90.8,7161,4456,3897,3987,5779,4545,4218,0.0001688048287,6.57E-05,7.57E-05,0.0001679664101,0.0001021584556,5.79E-05,0.000108112124
本郷奏多,本郷奏多,8.7,44.6,7.6,47.6,27370,18482,18777,13303,12848,17147,11247,0.0001006231952,4.75E-05,5.34E-05,3.40E-05,2.92E-05,4.54E-05,2.56E-05
毎熊克哉,毎熊克哉,1.4,14.3,1.9,13.1,12581,12002,4788,3212,6893,9573,7268,2.13E-05,3.09E-05,3.47E-06,1.98E-06,8.40E-06,8.89E-06,1.07E-05
眞栄田郷敦,眞栄田郷敦,11.3,52.4,14,58.2,21864,18831,81416,83158,79339,120919,30849,0.001213304394,0.0007347278908,0.00669662544,0.00855688435,0.006026959565,0.011127737,0.001792410576
前野朋哉,前野朋哉,3,39.8,4.1,43.7,2883,1753,2097,1364,1644,8385,6644,1.12E-06,4.28E-07,6.66E-07,3.58E-07,4.78E-07,6.82E-06,8.95E-06
マキタスポーツ,マキタスポーツ,6.7,49.4,6.5,53.6,4645,6524,13681,9571,12590,13962,6769,2.90E-06,5.92E-06,2.83E-05,1.76E-05,2.80E-05,2.86E-05,9.29E-06
眞島秀和,眞島秀和,6,40.9,7.6,43,11206,24578,13058,8561,9118,45992,20538,1.69E-05,8.41E-05,2.58E-05,1.41E-05,1.47E-05,0.0002052384404,8.55E-05
又吉直樹,又吉直樹,19.6,93.1,19.6,94.7,20361,22384,16954,12191,9816,10289,10809,0.0004314057102,0.0002571215957,0.0004212797449,0.0001012506875,0.0001562350669,0.0001162537864,0.0002298613002
町田啓太,町田啓太,10.4,31,14.3,45.7,135921,90391,52770,26323,93096,42316,35060,0.010510561,0.004215820818,0.001969510707,0.001384781439,0.004893727724,0.001796217482,0.001952315883
松岡修造,松岡修造,28,95.2,27.3,94,12747,14736,11428,11921,12274,11809,10826,0.0002749745216,0.0003035735421,0.0003101192468,0.0002401206737,0.0004561301234,0.0003685829795,0.0003909143364
松岡昌宏,松岡昌宏,26.2,92.4,23.5,93.8,7813,8820,9530,12712,6161,21788,15260,0.0001438976616,0.0001843984983,0.0002149055057,0.0002684436573,0.0001041548529,0.0003351087843,0.000267877411
マツコ・デラックス,マツコ・デラックス,52.6,98.6,51,98.9,41863,32101,38996,34226,25711,43630,29778,0.0004901086065,0.000420749797,0.0004457792482,0.0005072837492,0.0002817500799,0.0004363998658,0.000488074705
松坂桃李,松坂桃李,33.6,90.6,34.2,92.6,37329,34123,105597,67459,45160,27903,24187,0.004036074039,0.003575541839,0.01582078526,0.01712674179,0.007425640383,0.003470671127,0.004298906636
松重豊,松重豊,34.9,87.6,40.5,89.4,36094,40494,48398,69123,66531,121987,45209,0.0001927683958,0.0002282360519,0.0003547764766,0.000919200246,0.0007823315292,0.001443847138,0.0004530674462
松下洸平,松下洸平,13.8,49.4,17.2,57.5,50244,34192,112261,97542,71017,45512,33817,0.0004317103818,0.0002104330692,0.002058688191,0.002020037977,0.001171270532,0.0002692957164,0.0003945724228
松田翔太,松田翔太,20,81.9,19.3,85.1,7381,15291,7962,9243,9185,9313,6549,0.0003367194079,0.0007203332985,0.0003714816059,0.0006304004302,0.0005322820832,0.0003879088012,0.0003802057989
松田龍平,松田龍平,16.3,82.1,14.5,84.1,8819,16220,8210,8437,8921,10389,7311,0.0003337067522,0.0005712940783,0.000266983218,0.0003725795969,0.00034727868,0.0002670222954,0.0002689508781
松平健,松平健,19.8,88.1,17.2,90.4,43872,51595,81557,27245,36945,45319,16416,0.001508195325,0.002204559297,0.004729967883,0.001249999334,0.00219704739,0.001976007435,0.0006187153704
松丸亮吾,松丸亮吾,17.7,80.2,13.3,80.7,26851,12119,19733,11270,19356,17015,11302,9.68E-05,2.04E-05,5.90E-05,2.44E-05,6.62E-05,2.81E-05,2.59E-05
松村北斗,松村北斗,7.6,34,13.1,36.8,42079,35424,39307,64406,59497,51896,32876,0.0004969495867,0.0004017383789,0.0005806050937,0.001211607305,0.0009980021321,0.0004493997294,0.0005128726711
松本幸四郎,松本幸四郎,7.8,77.2,8.7,79.6,463,817,606,2313,3620,2566,3220,1.74E-06,8.57E-06,1.19E-06,6.06E-06,8.97E-06,2.85E-06,6.07E-06
松本潤,松本潤,36.3,94.7,32.2,95,20823,15278,12770,15149,35316,85693,30725,0.0001890523824,0.000323146216,0.0001430292018,0.0002406482543,0.0005966799988,0.001414401611,0.0005449297929
松本人志,松本人志,40.5,97.5,41.8,98.9,26767,33556,26159,19817,25946,29887,28765,0.001648976353,0.002202010418,0.001872864756,0.001314840654,0.002086561454,0.001864971458,0.003248565374
松山ケンイチ,松山ケンイチ,25.5,86.7,22.5,91.3,10550,30619,22130,17724,10362,30631,53663,0.0001081124169,0.0006997229828,0.001095499326,0.0006427104524,0.0001418114447,0.0005418544632,0.003219646734
的場浩司,的場浩司,15.6,86.5,12.6,88.5,17607,8104,8951,4237,6830,8560,13966,9.22E-05,3.46E-05,2.85E-05,1.56E-05,2.40E-05,3.17E-05,8.63E-05
間宮祥太朗,間宮祥太朗,19.8,65.5,18.1,67.8,78945,46619,21773,24727,13053,16237,28785,0.00341491672,0.0004645718867,0.0001549350402,0.0002663339815,0.0001093135298,6.00E-05,0.0004016282478
丸山隆平,丸山隆平,12.7,66.4,11.3,61.1,3777,3346,3710,3757,4690,4775,6450,3.54E-05,2.77E-05,4.25E-05,3.59E-05,7.19E-05,3.93E-05,0.0001429279041
三浦知良,三浦知良,24.1,88.3,22.7,90.4,22965,25990,40471,63031,69215,45356,31935,0.0001149866957,0.0001455691906,0.0003420219495,0.001284544715,0.001169034275,0.0003311615422,0.0002577976831
三浦翔平,三浦翔平,16.3,67.8,13.3,66.5,22444,21353,13510,20545,14618,12972,9550,0.0008349082784,0.0008865224895,0.0004613803954,0.001075475181,0.0005539897992,0.0003151296605,0.0004924681557
三浦貴大,三浦貴大,4.8,43.2,4.2,44.4,12137,6437,26645,19603,21615,15877,7768,0.0004041393868,0.0002498954313,0.002582196515,0.001610911821,0.002072217215,0.0005509771727,0.0002599032092
三浦友和,三浦友和,18.9,82.1,19.3,82.3,19378,15997,19524,21877,20933,11921,10534,0.0005023998989,0.0004922457496,0.001493468047,0.00150924746,0.001527786383,0.0003407212896,0.0003170332797
水谷豊,水谷豊,28.5,89.6,29.6,90.1,30020,21595,67877,26673,50331,42144,22815,0.002034499836,0.0007906960225,0.01111007084,0.001925776754,0.003942829904,0.001563222165,0.001650261405
溝端淳平,溝端淳平,14,71.5,11.9,76.8,15311,5563,13444,15175,11356,22085,28395,3.15E-05,7.36E-06,2.74E-05,4.43E-05,2.28E-05,5.87E-05,0.0001761378596
道枝駿佑,道枝駿佑,14.5,48,13.3,51.5,61006,28874,26671,33249,33914,53030,26827,0.000972671348,0.0003084426563,0.0007197481212,0.0008526750922,0.0008324073998,0.0005880850477,0.0004169321985
光石研,光石研,9.4,52,11.2,53.6,17203,19328,23421,6545,5680,7996,8448,0.0001230504932,0.0001724379512,0.0002166524352,4.11E-05,3.26E-05,4.26E-05,7.82E-05
満島真之介,満島真之介,18.2,70.8,16.1,73.5,31182,47187,14059,7742,24785,32048,13828,0.004914702445,0.007801129758,0.001152219625,0.0007789658822,0.004510943708,0.002523219338,0.00169580798
峰竜太,峰竜太,6.2,80.7,5.1,81.8,5775,7211,4335,7686,5797,5204,4895,4.48E-06,7.24E-06,2.85E-06,1.14E-05,5.94E-06,2.63E-06,4.86E-06
宮川大輔_(タレント),宮川大輔,30.4,94.7,31.2,95.2,8081,8841,9479,17215,7035,18610,11726,0.0001049042063,8.30E-05,7.92E-05,0.0002025642813,7.63E-05,0.0001637205814,0.0001623141088
三宅弘城,三宅弘城,5,41.2,5.3,41.8,3716,4259,2937,2303,3756,3035,3874,1.85E-06,2.52E-06,1.31E-06,1.02E-06,2.49E-06,8.94E-07,3.04E-06
三宅裕司,三宅裕司,11.9,82.3,13.5,84.6,12532,5969,18366,4252,4722,5756,6348,6.15E-05,2.22E-05,0.0001277550222,1.80E-05,2.84E-05,1.77E-05,4.76E-05
宮沢氷魚,宮沢氷魚,8.8,39.6,10.1,46.9,141168,109978,35344,58076,20287,46749,176859,0.002676831492,0.001683505441,0.0001892044658,0.0006488710046,7.27E-05,0.0002120502385,0.006339895215
宮世琉弥,宮世琉弥,1.9,11.9,2.7,16.3,8571,16749,98623,101738,97770,76585,45382,1.53E-05,6.87E-05,0.001939775876,0.002217645724,0.001940523903,0.0006828193699,0.0004812310018
宮根誠司,宮根誠司,6.2,86.7,5.5,89.6,14263,9496,9058,7738,13423,7449,9088,4.42E-05,3.06E-05,4.17E-05,3.87E-05,0.0001011585294,3.25E-05,4.46E-05
向井理,向井理,27.1,87.8,24.4,90.1,33967,22977,15517,19609,17938,27184,17961,0.001069609675,0.0008749493667,0.0002757633341,0.0003841227088,0.0004159135688,0.0004846064661,0.0005810523462
向井康二,向井康二,6.7,34.5,7.4,34.9,37960,32329,25203,23528,24769,40043,26159,0.0007564747884,0.000613921856,0.001926445063,0.001751477304,0.001617938508,0.001069971849,0.0007808963374
